AMZN,AMZN,AMZN,AMZN,AMZN,SPY,SPY,SPY,SPY,SPY,TSLA,TSLA,TSLA,TSLA,TSLA
open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
3478.05,3566.25,3476.98,3516.64,4575142,469.28,470.65,466.92,468.49,56119290,1228.45,1239.87,1208.0,1221.4406,20606706
3522.0,3579.0,3487.86,3487.89,2763443,469.7,470.23,468.2031,468.97,38945705,1149.69,1197.0,1133.0,1162.73,28835359
3515.75,3593.77,3501.425,3577.65,3802632,469.32,469.57,465.88,467.38,47198095,1173.6,1174.5,1011.52,1023.51,57380681
3562.01,3605.45,3463.09,3482.1067,3695442,465.58,467.38,462.04,463.63,63500032,1010.41,1078.1,987.31,1067.76,39110436
3514.74,3543.24,3467.47,3472.46,2087255,465.21,465.29,463.75,463.81,31757893,1102.77,1104.97,1054.68,1063.51,20611963
3488.89,3540.7263,3447.05,3525.97,2316171,465.12,467.86,464.11,467.26,44677612,1047.5,1054.5,1019.2,1033.5,23849794
3538.045,3593.88,3525.81,3545.69,2370404,468.64,468.81,466.23,467.39,39813913,1017.63,1031.98,978.6,1013.69,32909373
3539.0,3576.5,3525.1465,3540.7,1878273,467.16,470.485,467.07,469.24,41723421,1003.31,1057.2,1002.18,1054.54,24663144
3565.95,3587.245,3545.35,3548.86,2332560,469.0,469.19,467.48,468.11,40088372,1063.11,1119.64,1055.5,1089.4,29549771
3565.37,3704.2,3561.0,3696.07,5321191,469.24,470.01,466.34,469.71,45100029,1106.55,1112.0,1075.02,1096.37,19523378
3709.13,3762.145,3675.72,3676.82,4430795,469.61,470.94,468.5,468.91,49009452,1099.16,1138.7198,1092.7,1137.12,19639641
3675.32,3713.455,3567.5,3572.83,4350171,470.81,473.54,467.35,467.53,61497941,1162.01,1201.95,1132.43,1156.05,30542562
3585.65,3621.05,3527.71,3580.56,3204323,467.22,469.095,464.45,468.25,62851184,1167.51,1180.4999,1062.7,1108.81,34397054
3562.45,3613.64,3536.85,3579.08,2083294,466.06,469.57,465.19,469.37,54274217,1080.39,1132.77,1062.0,1115.85,20960960
